sample_id,mode,encryption_algo,dh_group,pfs,ip_version,traffic_type,avg_packet_size_bytes,packet_rate_per_sec,session_duration_sec,burstiness_index,ike_handshake_time_ms,security_verdict,risk_score
TRN00920,Tunnel,AES-256-GCM,modp4096(16),On,IPv6,email,656.0,6.8,37.7,0.3,156.4,Strong,1.0
TRN02510,Tunnel,AES-256,modp1536(5),Off,IPv6,web_browsing,308.2,12.8,0.5,0.37,109.6,Medium,6.5
TRN08461,Transport,AES-256,modp2048(14),On,IPv6,email,537.2,10.2,1.2,0.43,129.9,Medium,4.7
TRN07177,Tunnel,AES-192,modp8192(21),On,IPv4,video_streaming,1042.8,91.6,0.5,0.63,125.0,Strong,0.5
TRN04383,Tunnel,DES,modp1536(5),Off,IPv4,whatsapp_msg,146.1,4.3,7.1,0.2,147.2,Weak,9.6
TRN00950,Tunnel,AES-256-GCM,modp3072(15),Off,IPv6,web_browsing,358.6,13.8,0.5,0.22,137.4,Strong,1.5
TRN04614,Transport,AES-192,modp4096(16),Off,IPv6,file_transfer,1460.5,113.2,0.5,0.92,143.8,Medium,4.0
TRN03771,Transport,3DES,modp1536(5),On,IPv6,whatsapp_msg,143.9,7.4,4.8,0.46,219.7,Weak,8.3
TRN07436,Transport,AES-256-GCM,modp1536(5),Off,IPv6,web_browsing,239.0,17.1,0.5,0.66,120.9,Medium,5.7
TRN02851,Tunnel,AES-192,modp2048(14),Off,IPv4,whatsapp_msg,89.5,6.9,7.1,0.19,156.1,Medium,5.0
TRN05220,Transport,DES,modp6144(17),On,IPv4,voip,132.7,38.1,0.5,0.12,64.9,Medium,5.8
TRN04318,Tunnel,AES-192,modp8192(21),Off,IPv6,email,787.5,9.5,3.9,0.26,103.9,Strong,1.5
TRN07978,Tunnel,AES-128,modp8192(21),Off,IPv6,whatsapp_msg,224.2,7.1,7.7,0.2,131.4,Strong,2.9
TRN06697,Tunnel,3DES,modp3072(15),On,IPv6,whatsapp_msg,105.3,5.0,0.5,0.14,194.3,Medium,4.8
TRN02506,Transport,AES-128,modp8192(21),Off,IPv4,dns_query,72.6,3.6,0.5,0.08,225.5,Strong,1.0
TRN01115,Tunnel,AES-256,modp2048(14),Off,IPv6,dns_query,74.3,2.6,2.0,0.12,142.5,Medium,4.6
TRN08609,Tunnel,AES-192,modp1536(5),On,IPv4,web_browsing,334.7,12.7,33.3,0.73,196.7,Medium,3.2
TRN00299,Tunnel,3DES,modp8192(21),On,IPv6,video_streaming,1125.8,92.4,0.5,0.83,147.1,Strong,0.3
TRN01676,Tunnel,3DES,modp4096(16),On,IPv4,email,745.7,13.1,13.6,0.18,185.1,Medium,4.7
TRN03348,Transport,3DES,modp1536(5),Off,IPv6,dns_query,94.9,2.5,1.4,0.1,152.3,Weak,8.2
TRN02736,Tunnel,AES-256-GCM,modp1024(2),On,IPv6,dns_query,56.8,2.6,0.5,0.16,57.7,Medium,5.9
TRN08788,Transport,DES,modp1536(5),On,IPv4,voip,105.3,46.1,96.8,0.16,193.6,Weak,8.1
TRN08207,Tunnel,3DES,modp4096(16),On,IPv4,dns_query,75.9,1.9,0.5,0.16,195.9,Medium,5.3
TRN04679,Tunnel,3DES,modp2048(14),On,IPv4,video_streaming,1077.4,85.0,517.0,0.55,120.0,Weak,9.6
TRN07798,Tunnel,AES-192,modp768(1),Off,IPv4,video_streaming,1325.2,104.7,0.5,0.68,135.8,Weak,8.1
TRN07984,Tunnel,3DES,modp1024(2),On,IPv4,file_transfer,1366.5,93.8,0.5,0.84,143.8,Weak,7.0
TRN04417,Transport,AES-256-GCM,modp3072(15),On,IPv4,whatsapp_msg,120.5,6.4,0.5,0.25,105.6,Strong,0.7
TRN06311,Transport,DES,modp1536(5),Off,IPv4,icmp,55.9,1.7,0.5,0.02,165.7,Weak,9.2
TRN02104,Tunnel,DES,modp2048(14),On,IPv6,icmp,58.9,2.0,2.3,0.11,101.7,Weak,6.7
TRN05278,Tunnel,AES-256-GCM,modp768(1),On,IPv4,whatsapp_msg,169.9,6.1,0.5,0.17,123.1,Medium,4.1
TRN05447,Transport,AES-256-GCM,modp1024(2),On,IPv4,dns_query,59.7,1.0,0.5,0.08,120.4,Medium,4.1
TRN05983,Tunnel,DES,modp6144(17),Off,IPv6,video_streaming,1151.6,107.3,97.8,0.52,187.6,Medium,3.1
TRN01838,Transport,AES-256,modp1536(5),Off,IPv6,voip,65.0,48.6,0.5,0.19,150.6,Medium,5.1
TRN06352,Tunnel,DES,modp4096(16),On,IPv6,voip,111.4,59.6,149.8,0.24,168.3,Medium,7.0
TRN08652,Tunnel,AES-192,modp8192(21),On,IPv4,icmp,69.5,1.6,0.5,0.04,197.9,Strong,1.9
TRN06563,Transport,AES-128,modp2048(14),Off,IPv4,email,779.8,10.6,0.5,0.44,154.7,Medium,5.3
TRN00608,Transport,3DES,modp8192(21),On,IPv6,video_streaming,1376.5,97.8,0.5,0.66,209.2,Medium,5.5
TRN01094,Transport,AES-192,modp4096(16),On,IPv6,email,677.1,5.6,18.2,0.2,178.6,Strong,2.2
TRN04372,Transport,3DES,modp6144(17),Off,IPv6,email,700.9,5.7,21.9,0.19,142.6,Medium,6.1
TRN05101,Tunnel,AES-192,modp4096(16),Off,IPv6,web_browsing,258.4,14.1,0.5,0.56,79.6,Strong,0.5
TRN07933,Transport,3DES,modp2048(14),On,IPv4,icmp,65.3,1.2,0.5,0.05,158.7,Weak,8.1
TRN00161,Transport,AES-256,modp3072(15),On,IPv6,web_browsing,343.5,14.0,1.7,0.35,89.5,Strong,0.5
TRN00204,Transport,AES-192,modp2048(14),Off,IPv6,icmp,63.2,0.9,8.4,0.03,107.5,Medium,4.7
TRN05673,Transport,3DES,modp768(1),Off,IPv4,email,659.7,6.0,22.5,0.27,164.4,Weak,8.1
TRN04743,Transport,AES-128,modp1024(2),On,IPv4,web_browsing,576.1,12.4,0.5,0.73,125.2,Weak,8.4
TRN02935,Tunnel,AES-256-GCM,modp2048(14),On,IPv6,whatsapp_msg,92.9,8.1,11.4,0.2,125.8,Strong,1.5
TRN05889,Transport,AES-256-GCM,modp1024(2),On,IPv4,whatsapp_msg,148.8,7.5,0.5,0.39,253.6,Medium,4.5
TRN02436,Tunnel,3DES,modp3072(15),Off,IPv4,email,436.3,9.1,6.1,0.3,145.4,Medium,6.4
TRN01231,Transport,DES,modp1536(5),On,IPv4,dns_query,63.2,3.1,4.2,0.16,133.8,Weak,8.2
TRN07435,Transport,AES-128,modp1024(2),On,IPv4,icmp,60.5,1.3,2.5,0.04,116.3,Weak,7.3
TRN08792,Transport,AES-256,modp8192(21),Off,IPv4,dns_query,90.1,2.2,3.1,0.08,185.2,Strong,0.9
TRN08686,Tunnel,AES-128,modp6144(17),On,IPv6,web_browsing,274.8,18.5,5.8,0.35,179.6,Strong,3.2
TRN04611,Transport,AES-192,modp6144(17),Off,IPv4,voip,138.8,36.8,0.5,0.18,211.3,Strong,1.7
TRN06166,Transport,AES-128,modp6144(17),On,IPv6,web_browsing,294.8,13.0,40.5,0.23,176.5,Strong,1.7
TRN05163,Transport,3DES,modp768(1),Off,IPv4,web_browsing,370.7,21.3,0.5,0.26,161.3,Weak,8.9
TRN04252,Transport,AES-256-GCM,modp3072(15),On,IPv4,dns_query,68.7,3.3,0.5,0.1,125.4,Strong,1.4
TRN07923,Tunnel,DES,modp1024(2),Off,IPv6,whatsapp_msg,161.8,7.7,0.5,0.2,261.0,Weak,5.8
TRN04035,Transport,DES,modp8192(21),On,IPv6,web_browsing,356.4,6.7,0.5,0.76,160.7,Medium,6.0
TRN06514,Transport,AES-128,modp4096(16),On,IPv4,video_streaming,1148.1,70.1,0.5,0.65,129.5,Medium,5.1
TRN04772,Transport,3DES,modp4096(16),On,IPv4,whatsapp_msg,81.9,3.5,0.5,0.16,173.1,Medium,4.0
TRN03878,Tunnel,DES,modp4096(16),Off,IPv4,voip,130.6,47.6,0.5,0.14,180.2,Weak,9.5
TRN04377,Transport,AES-256-GCM,modp8192(21),On,IPv6,video_streaming,1323.9,104.6,0.5,0.64,240.8,Strong,0.3
TRN00858,Transport,AES-128,modp4096(16),Off,IPv6,icmp,58.6,1.6,0.5,0.08,156.1,Medium,5.0
TRN08049,Tunnel,DES,modp2048(14),Off,IPv4,icmp,65.0,1.5,4.2,0.04,30.2,Weak,8.5
TRN06890,Tunnel,3DES,modp8192(21),On,IPv6,whatsapp_msg,183.0,5.6,0.5,0.29,163.8,Strong,2.3
TRN02562,Tunnel,AES-128,modp8192(21),On,IPv6,icmp,48.6,2.2,11.3,0.06,122.4,Strong,1.7
TRN03802,Tunnel,DES,modp2048(14),Off,IPv6,video_streaming,1410.0,92.7,207.5,0.77,66.2,Weak,6.6
TRN02641,Transport,AES-192,modp768(1),On,IPv6,dns_query,95.1,3.7,7.1,0.05,166.5,Weak,8.2
TRN04510,Tunnel,AES-128,modp3072(15),Off,IPv6,web_browsing,252.8,20.9,2.3,0.47,126.7,Medium,4.3
TRN02348,Tunnel,AES-128,modp2048(14),On,IPv4,video_streaming,1461.0,81.7,0.5,0.69,77.8,Medium,5.3
TRN06654,Tunnel,AES-192,modp4096(16),On,IPv6,video_streaming,1313.7,111.7,0.5,0.68,91.1,Strong,2.3
TRN02782,Tunnel,AES-128,modp6144(17),On,IPv6,video_streaming,1116.3,99.1,867.2,0.66,169.4,Strong,2.6
TRN04557,Tunnel,AES-192,modp3072(15),On,IPv6,dns_query,68.4,3.5,0.7,0.06,179.3,Medium,4.6
TRN08532,Tunnel,AES-128,modp3072(15),On,IPv6,file_transfer,1464.8,104.7,240.7,0.82,136.1,Medium,6.1
TRN07439,Transport,AES-256,modp3072(15),Off,IPv6,file_transfer,1342.6,80.0,154.6,0.83,167.9,Strong,2.3
TRN00616,Tunnel,AES-192,modp3072(15),Off,IPv6,email,263.4,4.0,0.5,0.15,194.3,Medium,3.7
TRN07008,Transport,AES-256-GCM,modp6144(17),On,IPv6,voip,144.0,53.0,7.2,0.15,164.3,Strong,3.0
TRN02576,Transport,AES-192,modp8192(21),Off,IPv6,dns_query,79.2,2.5,1.4,0.07,95.7,Strong,1.9
TRN07485,Transport,AES-256,modp6144(17),Off,IPv6,voip,117.2,37.0,0.5,0.24,179.0,Strong,1.2
TRN03341,Tunnel,3DES,modp4096(16),Off,IPv4,dns_query,89.3,3.8,0.5,0.13,167.1,Medium,6.0
TRN05670,Tunnel,AES-128,modp8192(21),On,IPv6,email,816.6,6.5,0.5,0.34,143.3,Strong,2.7
TRN01706,Transport,DES,modp768(1),Off,IPv6,icmp,61.5,2.6,3.3,0.07,144.0,Weak,7.4
TRN06954,Tunnel,AES-192,modp4096(16),On,IPv6,dns_query,87.3,2.9,4.2,0.1,57.5,Strong,3.8
TRN04405,Transport,3DES,modp768(1),On,IPv6,voip,110.2,33.5,0.5,0.18,130.6,Weak,9.4
TRN01494,Transport,AES-128,modp1024(2),On,IPv6,email,516.2,10.8,10.4,0.42,157.9,Weak,6.5
TRN08966,Tunnel,DES,modp2048(14),On,IPv4,whatsapp_msg,144.0,4.2,7.8,0.35,56.9,Weak,7.1
TRN04538,Tunnel,AES-256,modp6144(17),On,IPv6,icmp,63.5,3.1,0.5,0.04,92.3,Strong,2.8
TRN00804,Tunnel,AES-128,modp2048(14),On,IPv6,email,972.7,3.5,0.5,0.33,106.4,Medium,6.2
TRN08991,Tunnel,AES-256-GCM,modp768(1),On,IPv4,video_streaming,1531.5,71.9,401.6,0.46,152.7,Medium,4.7
TRN05723,Tunnel,DES,modp1536(5),On,IPv4,voip,90.4,35.6,0.5,0.21,101.7,Weak,8.4
TRN00991,Transport,AES-256-GCM,modp4096(16),Off,IPv4,icmp,74.7,2.0,21.1,0.04,121.5,Strong,1.4
TRN06598,Tunnel,DES,modp6144(17),Off,IPv6,icmp,66.9,2.1,20.6,0.07,197.8,Medium,6.2
TRN05999,Transport,AES-192,modp1536(5),Off,IPv6,email,692.5,11.3,20.9,0.29,163.7,Weak,6.7
TRN07603,Transport,AES-256-GCM,modp1536(5),Off,IPv6,voip,141.2,53.8,365.2,0.21,194.6,Medium,3.0
TRN03514,Tunnel,AES-192,modp8192(21),Off,IPv4,web_browsing,573.4,20.5,0.5,0.35,178.6,Strong,3.8
TRN04415,Transport,DES,modp2048(14),Off,IPv4,email,738.5,5.1,0.5,0.34,124.4,Weak,8.0
TRN06928,Transport,3DES,modp8192(21),Off,IPv6,file_transfer,1348.2,103.3,106.2,0.74,232.4,Medium,5.7
TRN00220,Tunnel,AES-128,modp768(1),On,IPv6,web_browsing,518.1,16.1,0.5,0.49,236.7,Weak,7.2
TRN04465,Tunnel,DES,modp768(1),On,IPv4,voip,115.4,52.3,0.5,0.29,151.1,Weak,8.8
TRN01289,Transport,AES-128,modp4096(16),Off,IPv4,icmp,58.5,1.6,7.7,0.06,107.4,Medium,3.7
TRN03164,Tunnel,AES-256,modp6144(17),On,IPv6,whatsapp_msg,149.9,6.9,0.5,0.13,137.4,Strong,2.5
TRN02619,Tunnel,AES-256-GCM,modp8192(21),On,IPv6,email,890.8,10.7,3.7,0.37,189.9,Strong,1.7
TRN03613,Tunnel,AES-128,modp6144(17),On,IPv6,web_browsing,476.2,15.4,9.1,0.75,160.5,Strong,2.2
TRN00044,Transport,AES-192,modp2048(14),On,IPv6,web_browsing,261.5,17.9,0.5,0.7,83.4,Medium,6.5
TRN06771,Tunnel,3DES,modp1024(2),On,IPv4,web_browsing,546.6,15.0,3.7,0.48,276.2,Weak,8.7
TRN03793,Transport,AES-192,modp3072(15),On,IPv4,video_streaming,1026.4,124.1,1539.7,0.73,96.6,Strong,3.6
TRN03572,Tunnel,AES-256-GCM,modp768(1),Off,IPv4,web_browsing,435.3,7.0,0.5,0.24,120.2,Medium,4.7
TRN07097,Transport,DES,modp768(1),Off,IPv4,icmp,54.1,1.1,0.5,0.02,173.4,Weak,9.1
TRN01504,Transport,3DES,modp1536(5),On,IPv4,dns_query,96.3,2.3,0.5,0.09,144.6,Weak,7.8
TRN04478,Transport,AES-192,modp1536(5),Off,IPv4,whatsapp_msg,137.9,6.7,14.2,0.24,173.4,Medium,6.0
TRN08847,Tunnel,AES-256,modp3072(15),On,IPv6,video_streaming,1178.7,76.6,637.8,0.64,165.1,Strong,0.3
TRN03440,Transport,3DES,modp3072(15),On,IPv4,web_browsing,542.1,10.7,0.5,0.55,202.1,Medium,6.2
TRN01893,Tunnel,AES-128,modp8192(21),Off,IPv4,video_streaming,1159.5,111.4,0.5,0.57,205.0,Strong,0.4
TRN08385,Transport,AES-256-GCM,modp768(1),On,IPv4,dns_query,95.9,1.7,0.5,0.1,235.0,Medium,5.5
TRN08088,Transport,AES-192,modp6144(17),On,IPv6,file_transfer,1353.1,122.3,73.2,0.84,174.0,Strong,1.3
TRN05046,Tunnel,AES-256,modp3072(15),On,IPv6,video_streaming,1569.4,63.1,191.6,0.48,86.9,Strong,1.5
TRN01506,Transport,DES,modp1536(5),Off,IPv6,web_browsing,326.2,13.7,0.5,0.95,100.4,Weak,8.2
TRN00671,Tunnel,AES-192,modp4096(16),Off,IPv6,file_transfer,1529.6,123.1,9.0,0.73,173.9,Medium,4.6
TRN07829,Tunnel,AES-256,modp768(1),Off,IPv4,icmp,65.2,1.9,6.4,0.02,232.1,Weak,9.5
TRN05686,Tunnel,AES-256-GCM,modp768(1),Off,IPv6,web_browsing,309.6,14.8,3.0,0.54,206.2,Medium,3.5
TRN00898,Tunnel,AES-128,modp3072(15),Off,IPv4,voip,66.9,40.3,374.3,0.24,184.5,Medium,6.0
TRN04979,Tunnel,AES-256,modp2048(14),On,IPv6,web_browsing,538.0,14.0,0.5,0.57,179.5,Medium,3.6
TRN02667,Tunnel,DES,modp4096(16),On,IPv4,email,739.1,6.9,5.4,0.41,197.5,Medium,4.3
TRN03194,Tunnel,DES,modp768(1),Off,IPv6,voip,133.1,49.0,0.5,0.17,161.4,Weak,7.5
TRN02891,Tunnel,AES-192,modp6144(17),On,IPv6,voip,114.6,41.6,0.5,0.12,123.5,Strong,2.9
TRN08182,Tunnel,AES-128,modp1536(5),On,IPv4,file_transfer,1419.3,120.8,0.5,0.65,122.9,Weak,7.6
TRN04837,Transport,3DES,modp1536(5),Off,IPv6,web_browsing,213.0,24.7,6.4,0.34,268.5,Weak,8.3
TRN06380,Transport,AES-192,modp2048(14),Off,IPv6,email,891.3,9.2,16.2,0.21,151.9,Medium,4.1
TRN07468,Tunnel,AES-192,modp3072(15),On,IPv6,dns_query,87.9,1.1,0.5,0.11,210.7,Medium,5.2
TRN02371,Tunnel,3DES,modp1024(2),Off,IPv6,voip,100.1,46.6,0.5,0.28,100.2,Weak,9.3
TRN06363,Tunnel,AES-128,modp3072(15),On,IPv6,icmp,59.1,2.9,0.5,0.06,148.1,Medium,3.7
TRN01770,Tunnel,DES,modp1024(2),On,IPv4,web_browsing,295.2,10.8,91.4,0.52,231.1,Weak,9.3
TRN07122,Transport,AES-256,modp6144(17),On,IPv6,web_browsing,503.5,6.8,0.5,0.5,154.7,Strong,1.0
TRN04852,Tunnel,DES,modp1536(5),Off,IPv4,file_transfer,1379.2,120.7,13.6,0.78,170.9,Weak,7.3
TRN00532,Tunnel,3DES,modp4096(16),Off,IPv6,video_streaming,1011.8,77.4,0.5,0.5,104.4,Medium,6.3
TRN08429,Transport,AES-128,modp8192(21),On,IPv4,voip,122.8,56.1,705.7,0.25,150.1,Strong,1.0
TRN07389,Tunnel,AES-128,modp1024(2),Off,IPv4,whatsapp_msg,198.4,7.2,12.7,0.16,202.8,Weak,9.5
TRN07055,Tunnel,AES-192,modp768(1),Off,IPv6,email,481.5,3.0,14.8,0.41,185.6,Weak,6.7
TRN07968,Tunnel,AES-128,modp1024(2),On,IPv4,voip,127.2,51.6,0.5,0.19,178.1,Weak,9.2
TRN08023,Tunnel,AES-192,modp4096(16),On,IPv6,web_browsing,424.5,18.2,33.6,0.47,196.7,Strong,0.8
TRN00732,Transport,AES-256,modp4096(16),Off,IPv4,web_browsing,374.3,22.4,0.5,0.31,196.0,Strong,1.7
TRN03407,Tunnel,AES-192,modp2048(14),Off,IPv6,whatsapp_msg,240.4,6.4,4.0,0.26,187.6,Medium,5.3
TRN02340,Tunnel,DES,modp4096(16),Off,IPv6,video_streaming,1081.3,85.9,129.9,0.56,108.6,Medium,5.2
TRN04873,Transport,3DES,modp1536(5),On,IPv4,video_streaming,1455.6,100.5,1214.8,0.67,130.4,Weak,8.3
TRN04702,Transport,DES,modp2048(14),Off,IPv4,email,396.9,1.7,3.1,0.32,120.3,Weak,7.5
TRN02566,Transport,AES-256,modp768(1),Off,IPv6,dns_query,69.8,1.8,0.5,0.14,235.5,Weak,8.6
TRN06214,Transport,AES-256-GCM,modp2048(14),Off,IPv4,icmp,60.5,2.3,0.5,0.04,184.8,Medium,3.2
TRN08271,Tunnel,3DES,modp2048(14),On,IPv6,voip,127.4,49.7,84.8,0.12,141.0,Medium,5.2
TRN05413,Tunnel,AES-192,modp3072(15),Off,IPv6,whatsapp_msg,174.4,5.5,0.5,0.26,198.1,Medium,5.0
TRN05638,Tunnel,AES-192,modp4096(16),Off,IPv6,web_browsing,449.4,11.5,35.3,0.53,113.2,Medium,6.0
TRN04418,Transport,AES-256,modp8192(21),Off,IPv6,icmp,50.6,0.9,0.5,0.02,145.8,Strong,1.3
TRN07307,Transport,3DES,modp1024(2),On,IPv6,whatsapp_msg,106.6,10.6,0.5,0.34,51.8,Weak,8.4
TRN07948,Tunnel,AES-256,modp1024(2),On,IPv6,web_browsing,494.5,22.1,40.0,0.29,134.6,Medium,5.6
TRN01256,Transport,AES-256,modp4096(16),On,IPv6,file_transfer,1482.6,128.5,0.5,0.76,77.0,Strong,0.9
TRN02105,Transport,AES-192,modp1024(2),On,IPv6,whatsapp_msg,201.5,10.0,10.0,0.15,216.0,Medium,2.9
TRN05396,Tunnel,DES,modp768(1),On,IPv6,email,384.7,4.7,13.8,0.47,88.9,Weak,9.3
TRN05015,Tunnel,AES-192,modp768(1),On,IPv4,file_transfer,1361.7,135.5,0.5,0.9,162.9,Weak,7.4
TRN08224,Transport,DES,modp6144(17),Off,IPv6,file_transfer,1413.0,115.1,182.5,0.8,78.2,Medium,4.1
TRN07909,Transport,AES-192,modp3072(15),Off,IPv4,dns_query,80.8,3.9,1.3,0.09,105.7,Medium,4.7
TRN07178,Transport,AES-192,modp768(1),Off,IPv4,icmp,54.6,2.8,0.5,0.03,177.0,Weak,7.4
TRN03485,Transport,AES-128,modp1024(2),Off,IPv6,video_streaming,1354.1,122.1,796.6,0.69,34.2,Weak,7.8
TRN08540,Transport,AES-192,modp6144(17),On,IPv6,icmp,52.3,2.1,16.6,0.05,192.3,Strong,1.4
TRN03817,Transport,AES-192,modp3072(15),On,IPv6,whatsapp_msg,85.2,5.6,4.7,0.14,178.5,Medium,5.1
TRN05560,Tunnel,DES,modp2048(14),Off,IPv4,voip,97.5,48.1,16.3,0.37,105.1,Weak,7.0
TRN07040,Transport,AES-256-GCM,modp1536(5),On,IPv4,file_transfer,1363.1,146.0,0.5,0.78,240.6,Medium,7.0
TRN06305,Transport,3DES,modp2048(14),Off,IPv6,web_browsing,359.2,16.3,0.5,0.65,186.0,Weak,7.4
TRN04470,Tunnel,3DES,modp1536(5),Off,IPv4,whatsapp_msg,178.7,8.7,10.1,0.18,144.5,Weak,10.0
TRN01622,Tunnel,AES-256,modp4096(16),On,IPv4,whatsapp_msg,82.2,8.0,0.5,0.3,190.9,Strong,1.9
TRN08480,Tunnel,AES-192,modp1536(5),Off,IPv4,email,728.9,11.8,24.5,0.38,155.8,Medium,4.0
TRN06014,Transport,AES-128,modp3072(15),Off,IPv6,dns_query,63.9,3.6,0.5,0.05,174.2,Medium,2.9
TRN05029,Tunnel,AES-192,modp3072(15),Off,IPv4,video_streaming,1108.6,102.6,0.5,0.84,156.9,Medium,5.0
TRN07814,Transport,AES-256,modp8192(21),Off,IPv4,icmp,73.0,1.8,4.1,0.03,152.5,Strong,1.0
TRN01097,Transport,AES-256-GCM,modp2048(14),On,IPv4,icmp,65.8,1.3,4.8,0.08,148.0,Strong,2.1
TRN05132,Tunnel,AES-192,modp4096(16),Off,IPv6,dns_query,63.5,1.1,1.5,0.12,177.7,Medium,2.7
TRN08604,Transport,DES,modp1536(5),Off,IPv6,email,695.7,7.4,0.5,0.48,54.0,Weak,8.2
TRN02464,Tunnel,3DES,modp3072(15),On,IPv4,dns_query,86.3,4.4,1.2,0.15,182.6,Medium,3.4
TRN08799,Transport,AES-256-GCM,modp6144(17),On,IPv4,icmp,63.3,2.1,18.2,0.03,144.4,Strong,0.8
TRN01789,Tunnel,AES-128,modp8192(21),Off,IPv6,web_browsing,415.3,16.1,16.0,0.71,163.7,Strong,0.5
TRN07105,Transport,AES-192,modp3072(15),On,IPv4,voip,137.7,49.2,119.9,0.21,200.7,Strong,2.5
TRN04989,Tunnel,AES-192,modp8192(21),On,IPv4,web_browsing,525.9,13.4,0.5,0.59,120.5,Strong,0.7
TRN05000,Tunnel,AES-128,modp8192(21),On,IPv6,video_streaming,1202.3,64.0,1275.0,0.45,88.7,Strong,2.0
TRN00193,Tunnel,DES,modp1024(2),On,IPv4,icmp,71.2,2.0,15.5,0.06,189.3,Weak,6.9
TRN00821,Tunnel,AES-256-GCM,modp1536(5),On,IPv4,icmp,75.9,1.9,0.5,0.0,225.9,Medium,6.3
TRN04603,Transport,AES-192,modp6144(17),Off,IPv4,dns_query,68.0,1.5,2.3,0.1,165.8,Strong,2.3
TRN06796,Transport,AES-256,modp768(1),Off,IPv6,icmp,69.2,0.6,0.5,0.07,205.6,Weak,8.1
TRN05993,Transport,AES-256,modp4096(16),On,IPv6,video_streaming,1151.2,87.1,622.2,0.64,150.9,Strong,3.2
TRN04167,Transport,3DES,modp8192(21),On,IPv4,voip,103.4,48.1,0.5,0.11,142.0,Medium,5.0
TRN02688,Transport,DES,modp6144(17),On,IPv6,email,741.3,12.7,8.2,0.47,172.2,Medium,6.6
TRN07296,Transport,AES-192,modp2048(14),On,IPv6,video_streaming,1744.8,95.0,819.1,0.59,118.6,Medium,4.9
TRN06010,Transport,3DES,modp8192(21),On,IPv6,web_browsing,287.7,15.5,40.9,0.48,172.3,Medium,4.9
TRN04814,Transport,DES,modp4096(16),On,IPv6,icmp,57.9,1.7,0.5,0.06,99.9,Medium,4.2
TRN05427,Tunnel,AES-192,modp4096(16),Off,IPv6,icmp,60.8,1.9,0.5,0.04,107.3,Medium,6.9
TRN02608,Tunnel,DES,modp8192(21),Off,IPv6,web_browsing,304.8,3.9,14.1,0.73,158.1,Medium,5.1
TRN05995,Tunnel,AES-192,modp4096(16),Off,IPv6,web_browsing,505.4,20.5,31.8,0.45,186.6,Medium,4.4
TRN00239,Tunnel,AES-128,modp1536(5),Off,IPv6,email,541.7,6.7,0.5,0.25,162.4,Weak,9.2
TRN04016,Transport,AES-256-GCM,modp8192(21),Off,IPv4,web_browsing,528.3,16.8,0.5,0.41,114.3,Strong,3.3
TRN08329,Transport,3DES,modp1536(5),On,IPv4,file_transfer,1359.6,136.3,218.4,0.86,127.6,Weak,9.8
TRN02978,Tunnel,AES-128,modp2048(14),Off,IPv6,email,672.6,12.1,0.5,0.14,220.9,Medium,2.8
TRN05650,Transport,AES-128,modp8192(21),On,IPv6,icmp,63.1,2.2,0.5,0.07,204.1,Strong,1.5
TRN05272,Transport,3DES,modp4096(16),On,IPv4,file_transfer,1339.7,161.1,0.5,0.85,156.2,Medium,3.4
TRN00946,Tunnel,3DES,modp6144(17),On,IPv4,whatsapp_msg,175.0,9.5,0.5,0.23,104.5,Medium,5.7
TRN05171,Transport,AES-256,modp1536(5),On,IPv6,voip,118.6,47.7,0.5,0.23,133.4,Medium,4.8
TRN06178,Transport,AES-128,modp4096(16),On,IPv6,file_transfer,1394.9,117.7,39.5,0.87,150.4,Strong,1.2
TRN05633,Tunnel,AES-192,modp8192(21),Off,IPv6,web_browsing,284.4,20.2,0.5,0.39,171.0,Strong,1.8
TRN07250,Tunnel,AES-192,modp8192(21),On,IPv6,file_transfer,1387.8,90.5,262.6,0.8,74.0,Strong,0.3
TRN03553,Tunnel,AES-192,modp3072(15),On,IPv4,video_streaming,1188.6,100.3,993.1,0.74,165.5,Medium,5.1
TRN08065,Transport,AES-256-GCM,modp4096(16),Off,IPv6,whatsapp_msg,147.0,7.9,0.5,0.15,175.8,Strong,1.2
TRN03361,Transport,DES,modp6144(17),Off,IPv6,web_browsing,331.4,15.4,14.5,0.48,145.7,Medium,4.9
TRN04475,Transport,AES-256,modp1536(5),Off,IPv6,email,640.1,9.1,6.3,0.26,202.9,Medium,6.1
TRN02411,Transport,DES,modp1024(2),Off,IPv4,icmp,50.9,2.5,0.5,0.04,87.9,Weak,10.0
TRN07039,Tunnel,AES-192,modp4096(16),Off,IPv4,video_streaming,1274.2,101.9,302.1,0.46,102.1,Medium,4.7
TRN03983,Tunnel,AES-128,modp768(1),Off,IPv4,web_browsing,382.8,19.0,54.1,0.42,183.5,Weak,9.6
TRN00147,Transport,AES-128,modp1536(5),On,IPv4,dns_query,91.4,2.5,0.6,0.15,121.2,Weak,7.6
TRN05359,Transport,AES-192,modp6144(17),Off,IPv6,icmp,59.9,1.7,0.5,0.07,161.6,Strong,0.3
TRN02295,Transport,AES-128,modp3072(15),On,IPv6,video_streaming,1412.0,89.2,517.6,0.7,109.6,Medium,4.4
TRN07208,Transport,DES,modp3072(15),Off,IPv6,dns_query,77.2,2.9,0.5,0.17,222.0,Weak,7.6
TRN03612,Tunnel,AES-192,modp768(1),On,IPv6,icmp,63.4,2.4,18.4,0.07,119.9,Weak,7.0
TRN01737,Tunnel,AES-192,modp1024(2),Off,IPv6,web_browsing,331.8,20.4,0.5,0.52,145.7,Weak,9.4
